	Length
AT5G01910	921
AT5G01920	3489
AT5G01930	1489
AT5G01940	696
AT5G01950	3387
AT5G01960	1807
AT5G01970	1468
AT5G01980	1868
AT5G01990	1749
AT5G02000	441
AT5G02010	2133
AT5G02020	1420
AT5G02021	114
AT5G02025	71
AT5G02030	2017
AT5G02035	120
AT5G02040	1296
AT5G02050	1135
AT5G02060	840
AT5G02070	1974
AT5G02080	813
AT5G02090	668
AT5G02100	1690
AT5G02110	1204
AT5G02120	526
AT5G02130	1426
AT5G02140	885
AT5G02150	1180
AT5G02160	829
AT5G02170	1834
AT5G02180	2007
AT5G02190	1687
AT5G02200	1349
AT5G02210	486
AT5G02220	440
AT5G02230	1173
AT5G02240	1014
AT5G02244	324
AT5G02250	2911
AT5G02260	1249
AT5G02270	1295
AT5G02280	661
AT5G02290	1762
AT5G02310	6252
AT5G02320	2056
AT5G02330	1971
AT5G02340	1896
AT5G02350	1956
AT5G02360	1029
AT5G02370	2417
AT5G02380	571
AT5G02385	73
AT5G02390	2642
AT5G02400	2025
AT5G02410	1759
AT5G02420	688
AT5G02430	2718
AT5G02435	74
AT5G02440	782
AT5G02450	684
AT5G02460	1554
AT5G02470	1348
AT5G02480	2350
AT5G02490	2305
AT5G02500	2374
AT5G02502	521
AT5G02505	72
AT5G02510	540
AT5G02520	2099
AT5G02530	1233
AT5G02540	1281
AT5G02550	505
AT5G02560	739
AT5G02570	399
AT5G02580	809
AT5G02590	1094
AT5G02600	1951
AT5G02610	797
AT5G02615	74
AT5G02620	1855
AT5G02630	1417
AT5G02640	689
AT5G02650	988
AT5G02660	2077
AT5G02670	1368
AT5G02680	983
AT5G02690	360
AT5G02700	1371
AT5G02710	1025
AT5G02720	417
AT5G02725	82
AT5G02730	618
AT5G02740	1540
AT5G02750	1086
AT5G02760	1543
AT5G02770	1707
AT5G02780	993
AT5G02790	1056
AT5G02800	1583
AT5G02810	2831
AT5G02811	150
AT5G02815	82
AT5G02820	1655
AT5G02830	2783
AT5G02840	1623
AT5G02850	1564
AT5G02860	2460
AT5G02870	1475
AT5G02880	4923
AT5G02890	1221
AT5G02900	1443
AT5G02910	1789
AT5G02920	1118
AT5G02930	1410
AT5G02940	2667
AT5G02950	2229
AT5G02960	749
AT5G02970	2009
AT5G02980	1008
AT5G02990	1647
AT5G03000	1065
AT5G03010	955
AT5G03020	1140
AT5G03030	690
AT5G03040	2117
AT5G03050	802
AT5G03060	1018
AT5G03070	1968
AT5G03080	1165
AT5G03090	294
AT5G03100	1558
AT5G03110	1157
AT5G03120	574
AT5G03130	415
AT5G03140	2427
AT5G03150	2046
AT5G03160	1760
AT5G03170	908
AT5G03180	1886
AT5G03190	2009
AT5G03200	1281
AT5G03204	111
AT5G03210	535
AT5G03220	736
AT5G03230	872
AT5G03240	1791
AT5G03250	2162
AT5G03260	1937
AT5G03270	690
AT5G03280	4803
AT5G03285	204
AT5G03290	1437
AT5G03300	1348
AT5G03310	483
AT5G03320	1716
AT5G03330	1580
AT5G03340	2671
AT5G03345	571
AT5G03350	985
AT5G03360	5132
AT5G03370	764
AT5G03377	523
AT5G03380	1675
AT5G03390	1536
AT5G03400	513
AT5G03406	1304
AT5G03415	1836
AT5G03420	2006
AT5G03430	2019
AT5G03435	2238
AT5G03440	825
AT5G03445	37
AT5G03450	2137
AT5G03452	73
AT5G03455	633
AT5G03460	549
AT5G03470	1986
AT5G03480	966
AT5G03490	1598
AT5G03495	1290
AT5G03500	937
AT5G03510	1081
AT5G03520	1154
AT5G03530	1181
AT5G03540	2406
AT5G03545	695
AT5G03550	333
AT5G03552	337
AT5G03555	1919
AT5G03560	1895
AT5G03570	1789
AT5G03580	306
AT5G03590	696
AT5G03600	969
AT5G03610	1424
AT5G03620	2301
AT5G03630	1587
AT5G03640	2781
AT5G03650	2609
AT5G03660	860
AT5G03668	1667
AT5G03670	1989
AT5G03680	2162
AT5G03690	1491
AT5G03700	1449
AT5G03705	81
AT5G03710	246
AT5G03720	1366
AT5G03730	3115
AT5G03740	1242
AT5G03745	83
AT5G03750	510
AT5G03760	2299
AT5G03770	1601
AT5G03775	73
AT5G03780	1509
AT5G03790	710
AT5G03795	1821
AT5G03800	2807
AT5G03810	1062
AT5G03820	1077
AT5G03830	1282
AT5G03837	156
AT5G03840	669
AT5G03850	467
AT5G03858	469
AT5G03860	1934
AT5G03870	1310
AT5G03880	1213
AT5G03890	540
AT5G03900	2245
AT5G03905	858
AT5G03910	2207
AT5G03920	624
AT5G03930	651
AT5G03940	1888
AT5G03944	198
AT5G03950.1	759
AT5G03960	1357
AT5G03970	1470
AT5G03980	972
AT5G03990	1386
AT5G03995	455
AT5G04000	762
AT5G04010	970
AT5G04020	4780
AT5G04030	231
AT5G04040	3275
AT5G04045	463
AT5G04047	554
AT5G04050	2905
AT5G04060	2204
AT5G04070	1482
AT5G04080	707
AT5G04090	1478
AT5G04110	2050
AT5G04120	975
AT5G04130	2588
AT5G04140	5382
AT5G04150	723
AT5G04160	1316
AT5G04170	1475
AT5G04180	1140
AT5G04190	1590
AT5G04200	1251
AT5G04210	582
AT5G04220	2026
AT5G04230	2485
AT5G04235.1	4125
AT5G04238	195
AT5G04240	4263
AT5G04250	1534
AT5G04260	850
AT5G04267	132
AT5G04270	990
AT5G04275	89
AT5G04280	1267
AT5G04290	4482
AT5G04310	1710
AT5G04320	2032
AT5G04330	1761
AT5G04340	976
AT5G04347	785
AT5G04350	441
AT5G04360	3037
AT5G04370	1780
AT5G04380	1158
AT5G04386	117
AT5G04390	1418
AT5G04400	1188
AT5G04410	2194
AT5G04420	2296
AT5G04430	1557
AT5G04440	1210
AT5G04460	3255
AT5G04470	792
AT5G04480	3718
AT5G04490	1104
AT5G04500	2638
AT5G04510	2188
AT5G04520	876
AT5G04530	1867
AT5G04540	3031
AT5G04550	2580
AT5G04560	6978
AT5G04590	2205
AT5G04600	874
AT5G04610	1341
AT5G04620	1998
AT5G04630	1530
AT5G04640	969
AT5G04650.1	210
AT5G04660	1676
AT5G04670	2460
AT5G04680	2165
AT5G04690	2016
AT5G04700	2010
AT5G04710	1983
AT5G04720	2691
AT5G04730	1903
AT5G04740	1166
AT5G04750	598
AT5G04760	1128
AT5G04770	1917
AT5G04780	1908
AT5G04781	864
AT5G04790	165
AT5G04800	828
AT5G04810	3044
AT5G04820	1166
AT5G04830	1076
AT5G04840	1431
AT5G04850	1133
AT5G04853	177
AT5G04860	2762
AT5G04870	2526
AT5G04880	1856
AT5G04885	2397
AT5G04890	1209
AT5G04895	3811
AT5G04900	1235
AT5G04910	750
AT5G04920	1868
AT5G04930	4365
AT5G04940	2824
AT5G04950	1246
AT5G04960	1933
AT5G04970	2032
AT5G04980	1536
AT5G04990	1827
AT5G05000	1487
AT5G05010	2097
AT5G05020	865
AT5G05025	414
AT5G05030	1213
AT5G05040	516
AT5G05050	900
AT5G05060	976
AT5G05070	1386
AT5G05080	1229
AT5G05090	1263
AT5G05100	1598
AT5G05110	997
AT5G05113	258
AT5G05120	606
AT5G05130	2803
AT5G05140	2121
AT5G05150	1125
AT5G05160	1993
AT5G05170	3639
AT5G05180	1569
AT5G05190	2442
AT5G05200	1904
AT5G05210	1734
AT5G05220	662
AT5G05230	1559
AT5G05240	2128
AT5G05250	962
AT5G05260	1572
AT5G05270	1033
AT5G05280	945
AT5G05282	945
AT5G05290	978
AT5G05300	309
AT5G05310	1949
AT5G05320	1360
AT5G05330	1074
AT5G05340	1222
AT5G05350	2221
AT5G05360	834
AT5G05365	512
AT5G05370	433
AT5G05380	897
AT5G05390	1698
AT5G05400	2625
AT5G05410	1465
AT5G05420	432
AT5G05430	477
AT5G05435	626
AT5G05440	1197
AT5G05450	2014
AT5G05460	2260
AT5G05470	1282
AT5G05480	2099
AT5G05490	2295
AT5G05500	730
AT5G05510	1538
AT5G05520	1880
AT5G05530	714
AT5G05540	1788
AT5G05550	1207
AT5G05560	5108
AT5G05570	3776
AT5G05580	1740
AT5G05590	1474
AT5G05598	183
AT5G05600	1399
AT5G05610	1287
AT5G05620	1521
AT5G05630	1871
AT5G05640	1247
AT5G05650	378
AT5G05657	582
AT5G05660	2908
AT5G05670	1142
AT5G05680	2698
AT5G05690	1720
AT5G05700	2271
AT5G05710	625
AT5G05720	1356
AT5G05730	2157
AT5G05740	2029
AT5G05750	1505
AT5G05760	1347
AT5G05770	369
AT5G05780	1588
AT5G05790	1343
AT5G05795	73
AT5G05800	1834
AT5G05810	1426
AT5G05820	1669
AT5G05830	1019
AT5G05840	1698
AT5G05850	1876
AT5G05860	1498
AT5G05870	1524
AT5G05880	1356
AT5G05890	1493
AT5G05900	1353
AT5G05910	456
AT5G05920	1553
AT5G05930	1478
AT5G05940	2010
AT5G05945	72
AT5G05950	672
AT5G05960	515
AT5G05965	806
AT5G05970	2733
AT5G05980	2105
AT5G05985	74
AT5G05987	998
AT5G05990	942
AT5G06000	1057
AT5G06010	324
AT5G06020	456
AT5G06030	453
AT5G06040	336
AT5G06043	369
AT5G06050	2312
AT5G06060	1080
AT5G06070	1037
AT5G06080	574
AT5G06090	1503
AT5G06100	2259
AT5G06110	2480
AT5G06120	3762
AT5G06125	80
AT5G06130	1609
AT5G06140	1446
AT5G06150	1680
AT5G06160	1904
AT5G06165	919
AT5G06170	1476
AT5G06180	1722
AT5G06190	690
AT5G06200	609
AT5G06210	692
AT5G06220	3141
AT5G06230	1685
AT5G06240	744
AT5G06250	915
AT5G06260	1697
AT5G06265	1530
AT5G06270	1048
AT5G06278	902
AT5G06280	1077
AT5G06290	1203
AT5G06300	1044
AT5G06310	1598
AT5G06320	976
AT5G06330	906
AT5G06340	988
AT5G06350	2794
AT5G06360	1081
AT5G06370	1120
AT5G06380	968
AT5G06390	2116
AT5G06400	3093
AT5G06410	968
AT5G06420	2094
AT5G06430	1156
AT5G06440	2179
AT5G06450	939
AT5G06460	3438
AT5G06470	720
AT5G06480	654
AT5G06490	594
AT5G06500	729
AT5G06510	1842
AT5G06520	2040
AT5G06530	2970
AT5G06540	1869
AT5G06550	1628
AT5G06560	2465
AT5G06570	1377
AT5G06580	1968
AT5G06590	1104
AT5G06600	4063
AT5G06610	1266
AT5G06620	998
AT5G06630	1483
AT5G06634	405
AT5G06640	2070
AT5G06650	576
AT5G06660	985
AT5G06670	2961
AT5G06680	3089
AT5G06685	82
AT5G06690	996
AT5G06700	2207
AT5G06710	1450
AT5G06720	1303
AT5G06730	1392
AT5G06740	1959
AT5G06750	1869
AT5G06755	360
AT5G06760	856
AT5G06770	1120
AT5G06780	1578
AT5G06790	1072
AT5G06800	1605
AT5G06805.1	1785
AT5G06810	3426
AT5G06820	2424
AT5G06830	1819
AT5G06839	2009
AT5G06850	3081
AT5G06860	1169
AT5G06865	1463
AT5G06870	1166
AT5G06890	201
AT5G06900	1524
AT5G06905	1566
AT5G06910	1154
AT5G06920	1062
AT5G06930	2502
AT5G06940	2619
AT5G06950	1657
AT5G06960	1586
AT5G06970	3781
AT5G06980	1369
AT5G06990	1005
AT5G07000	1537
AT5G07010	1429
AT5G07020	1009
AT5G07030	1863
AT5G07040	480
AT5G07050	1357
AT5G07060	1398
AT5G07070	1681
AT5G07080	1509
AT5G07090	1191
AT5G07100	1380
AT5G07110	929
AT5G07120	2051
AT5G07130	1805
AT5G07135	71
AT5G07140	2200
AT5G07150	1662
AT5G07152	842
AT5G07160	453
AT5G07170	1227
AT5G07180	3305
AT5G07190	1017
AT5G07200	1607
AT5G07210	1866
AT5G07215.1	5488
AT5G07220	1448
AT5G07225	705
AT5G07230	526
AT5G07240	1552
AT5G07250	1273
AT5G07260	1899
AT5G07270	1905
AT5G07280	3647
AT5G07290	3695
AT5G07300	2098
AT5G07310	792
AT5G07315	37
AT5G07320	1982
AT5G07322	445
AT5G07330	815
AT5G07340	1901
AT5G07350	3420
AT5G07360	2332
AT5G07370	1897
AT5G07380	2206
AT5G07390	3160
AT5G07400	3564
AT5G07410	1401
AT5G07420	1321
AT5G07430	1329
AT5G07440	1794
AT5G07450	772
AT5G07460	995
AT5G07470	887
AT5G07475	730
AT5G07480	1023
AT5G07490	885
AT5G07500	1037
AT5G07505.1	3330
AT5G07510	796
AT5G07520	1058
AT5G07530	1868
AT5G07540	977
AT5G07550	650
AT5G07560	754
AT5G07570	4515
AT5G07571	766
AT5G07572	729
AT5G07580	1098
AT5G07590	1654
AT5G07600	811
AT5G07610	1263
AT5G07620	1080
AT5G07625	84
AT5G07630	2024
AT5G07640	1241
AT5G07650	2448
AT5G07660	3177
AT5G07670	1837
AT5G07675	73
AT5G07680	1384
AT5G07685.1	2071
AT5G07690	1595
AT5G07700	1017
AT5G07710	1771
AT5G07720	1683
AT5G07730	1004
AT5G07740	5682
AT5G07760	2562
AT5G07770	2723
AT5G07780	1800
AT5G07790	2453
AT5G07800	1579
AT5G07810	3702
AT5G07820	2063
AT5G07830	1954
AT5G07840	1292
AT5G07842	1376
AT5G07850	1371
AT5G07860	1491
AT5G07870	1532
AT5G07880	756
AT5G07890	1940
AT5G07900	1378
AT5G07910	1536
AT5G07920	3043
AT5G07930	1258
AT5G07940	5182
AT5G07950	1247
AT5G07960	634
AT5G07970	3741
AT5G07980	4966
AT5G07990	1835
AT5G08000	924
AT5G08010	1822
AT5G08020	1815
AT5G08030	1251
AT5G08040	367
AT5G08050	749
AT5G08055	246
AT5G08060	957
AT5G08070	729
AT5G08075	73
AT5G08080	1465
AT5G08090	969
AT5G08100	1413
AT5G08110	3558
AT5G08120	1499
AT5G08130	2736
AT5G08139	1537
AT5G08141	414
AT5G08150	691
AT5G08160	1556
AT5G08170	1541
AT5G08180	1051
AT5G08185	678
AT5G08190	1002
AT5G08200	1895
AT5G08210	249
AT5G08220	216
AT5G08230	5082
AT5G08240	1384
AT5G08250	1791
AT5G08260	1672
AT5G08270	1395
AT5G08280	1609
AT5G08290	715
AT5G08300	1462
AT5G08305	1632
AT5G08310	2499
AT5G08315	249
AT5G08320	629
AT5G08330	1070
AT5G08335	992
AT5G08340	1535
AT5G08350	917
AT5G08360	807
AT5G08370	1537
AT5G08380	1515
AT5G08390	3242
AT5G08391	484
AT5G08400	1804
AT5G08410	736
AT5G08415	1382
AT5G08420	1433
AT5G08430	2053
AT5G08440	2884
AT5G08450	3129
AT5G08460	1262
AT5G08470	3718
AT5G08480	918
AT5G08490	2550
AT5G08500	2022
AT5G08505	240
AT5G08510	1921
AT5G08520	1813
AT5G08530	1923
AT5G08535	790
AT5G08540	1435
AT5G08550	3066
AT5G08560	2299
AT5G08565	766
AT5G08570	1819
AT5G08580	1567
AT5G08590	1493
AT5G08600	2964
AT5G08610	2755
AT5G08620	1887
AT5G08630	2672
AT5G08640	1494
AT5G08650	2300
AT5G08660	2303
AT5G08670	1976
AT5G08680	2027
AT5G08690	2007
AT5G08695	2643
AT5G08710	1644
AT5G08712	108
AT5G08717	101
AT5G08720	2324
AT5G08730	1503
AT5G08740	1911
AT5G08750	1676
AT5G08760	388
AT5G08770	903
AT5G08780	1612
AT5G08790	1234
AT5G09210	1812
AT5G09220	1794
AT5G09225	552
AT5G09230	1636
AT5G09240	792
AT5G09250	832
AT5G09260	1040
AT5G09270	1017
AT5G09280	894
AT5G09290	1176
AT5G09300	1791
AT5G09310	689
AT5G09320	2491
AT5G09330	2197
AT5G09340	240
AT5G09345	84
AT5G09350	4129
AT5G09360	1710
AT5G09370	872
AT5G09380	819
AT5G09390	1233
AT5G09400	2893
AT5G09410	3516
AT5G09420	2011
AT5G09430	936
AT5G09440	1115
AT5G09443	570
AT5G09445	576
AT5G09450	1640
AT5G09460	2546
AT5G09461	2546
AT5G09462	2546
AT5G09463	2546
AT5G09470	1014
AT5G09480	780
AT5G09490	683
AT5G09500	652
AT5G09510	1218
AT5G09513	816
AT5G09520	565
AT5G09530	1538
AT5G09540	1049
AT5G09550	1673
AT5G09560	1839
AT5G09570	695
AT5G09580	1520
AT5G09585	752
AT5G09590	2464
AT5G09600	1262
AT5G09610	1554
AT5G09620	1987
AT5G09630	1530
AT5G09640	1647
AT5G09650	1181
AT5G09655	74
AT5G09660	1601
AT5G09670	3021
AT5G09672	2292
AT5G09680	1212
AT5G09690	1604
AT5G09700	1602
AT5G09710	987
AT5G09711	138
AT5G09720	1144
AT5G09730	2430
AT5G09740	1572
AT5G09750	675
AT5G09755	73
AT5G09760	1906
AT5G09770	753
AT5G09780	927
AT5G09790	1440
AT5G09795	345
AT5G09800	1402
AT5G09805	300
AT5G09810	1700
AT5G09820	1287
AT5G09830	504
AT5G09840	2805
AT5G09850	1967
AT5G09860	2253
AT5G09870	3498
AT5G09876	411
AT5G09880	1873
AT5G09890	1984
AT5G09900	1682
AT5G09910	1130
AT5G09920	715
AT5G09930	2037
AT5G09940	642
AT5G09950	2988
AT5G09960	693
AT5G09970	2159
AT5G09975	81
AT5G09976	285
AT5G09978	561
AT5G09980	541
AT5G09990	416
AT5G09995	997
AT5G10000	447
AT5G10010	1772
AT5G10020	3693
AT5G10030	1779
AT5G10040	435
AT5G10050	981
AT5G10060	1985
AT5G10070	1073
AT5G10080	1587
AT5G10090	1785
AT5G10100	1639
AT5G10110	1343
AT5G10120	1416
AT5G10130	847
AT5G10140	1065
AT5G10150	1469
AT5G10160	886
AT5G10170	1884
AT5G10180	2417
AT5G10190	1762
AT5G10200	2517
AT5G10210	997
AT5G10220	1110
AT5G10230	1176
AT5G10235	73
AT5G10240	2035
AT5G10250	1824
AT5G10260	838
AT5G10270	1717
AT5G10278	2096
AT5G10280	1466
AT5G10290	2206
AT5G10300	990
AT5G10310	656
AT5G10320	1623
AT5G10330	1698
AT5G10336	123
AT5G10340	1338
AT5G10350	1237
AT5G10360	1102
AT5G10370	5484
AT5G10380	1179
AT5G10390	704
AT5G10400	664
AT5G10410	1367
AT5G10420	1495
AT5G10430	782
AT5G10440	1061
AT5G10450	1625
AT5G10455	82
AT5G10460	1066
AT5G10470	4163
AT5G10480	1039
AT5G10490	2501
AT5G10500	2704
AT5G10504	102
AT5G10510	2480
AT5G10520	1879
AT5G10525	73
AT5G10530	1956
AT5G10540	2852
AT5G10550	2037
AT5G10560	2474
AT5G10570	1063
AT5G10572	133
AT5G10580	1870
AT5G10590	243
AT5G10600	1843
AT5G10605	380
AT5G10610	1618
AT5G10620	728
AT5G10625	995
AT5G10630	2362
AT5G10650	2024
AT5G10660	1615
AT5G10670.1	657
AT5G10680	726
AT5G10690	1912
AT5G10695	559
AT5G10700	603
AT5G10710	1508
AT5G10720	3291
AT5G10730	1303
AT5G10740	1537
AT5G10745	1391
AT5G10750	1206
AT5G10760	1766
AT5G10770	1763
AT5G10780	997
AT5G10790	1847
AT5G10800	3088
AT5G10810	640
AT5G10820	1616
AT5G10830	902
AT5G10840	2250
AT5G10850.1	666
AT5G10860	1025
AT5G10870	1041
AT5G10880	930
AT5G10890	888
AT5G10900	2258
AT5G10910	1405
AT5G10920	1857
AT5G10930	1749
AT5G10940	2653
AT5G10945	86
AT5G10946	833
AT5G10950	1574
AT5G10960	1356
AT5G10970	819
AT5G10980	714
AT5G10990	866
AT5G11000	1397
AT5G11010	1575
AT5G11020	1750
AT5G11027	117
AT5G11030	2024
AT5G11040	3918
AT5G11050	1523
AT5G11060	1810
AT5G11070	779
AT5G11080	1730
AT5G11090	1167
AT5G11100	1709
AT5G11110	3576
AT5G11130	1443
AT5G11140	726
AT5G11150	1272
AT5G11160	1051
AT5G11170	1769
AT5G11180	2721
AT5G11190	570
AT5G11200	1929
AT5G11210	2490
AT5G11220	922
AT5G11225	72
AT5G11230	1056
AT5G11240	2254
AT5G11242	445
AT5G11250	3570
AT5G11260	902
AT5G11270	1359
AT5G11280	878
AT5G11290	1472
AT5G11300	1743
AT5G11310	2105
AT5G11320	1560
AT5G11325	72
AT5G11330	1390
AT5G11340	799
AT5G11350	2520
AT5G11360	953
AT5G11370	936
AT5G11380	2473
AT5G11390	2387
AT5G11400	985
AT5G11410	1011
AT5G11412	851
AT5G11416	231
AT5G11420	1513
AT5G11425	210
AT5G11430	2882
AT5G11440	901
AT5G11450	1140
AT5G11460	1439
AT5G11470	2413
AT5G11475	73
AT5G11480	1217
AT5G11490	3010
AT5G11500	1253
AT5G11510	3571
AT5G11520	1561
AT5G11530	4059
AT5G11540	1758
AT5G11550	1238
AT5G11560	3267
AT5G11570	1446
AT5G11580	1974
AT5G11590	1193
AT5G11600	974
AT5G11610	1992
AT5G11620	904
AT5G11630	753
AT5G11640	1050
AT5G11650	1571
AT5G11660	927
AT5G11670	2176
AT5G11680	1039
AT5G11690	856
AT5G11700	5223
AT5G11710	2192
AT5G11720	2856
AT5G11730	2053
AT5G11740	542
AT5G11750	1089
AT5G11760	840
AT5G11770	1070
AT5G11780	1744
AT5G11790	1463
AT5G11800	2231
AT5G11810	1248
AT5G11820	528
AT5G11830	525
AT5G11840	959
AT5G11850	2977
AT5G11860	1665
AT5G11870	1310
AT5G11880	1794
AT5G11890	1281
AT5G11900	1021
AT5G11910	1154
AT5G11920	1917
AT5G11930	706
AT5G11940	2289
AT5G11950	962
AT5G11960	1361
AT5G11970	685
AT5G11977	96
AT5G11980	1990
AT5G11990	546
AT5G12000	2485
AT5G12010	1728
AT5G12020	702
AT5G12030	631
AT5G12040	1717
AT5G12043	135
AT5G12050	1410
AT5G12060	453
AT5G12070	459
AT5G12080	2669
AT5G12085.1	4506
AT5G12090	1110
AT5G12100	2718
AT5G12110	938
AT5G12120	2154
AT5G12130	1505
AT5G12140	684
AT5G12150	3030
AT5G12170	1614
AT5G12180	1972
AT5G12190	674
AT5G12200	1852
AT5G12210	1388
AT5G12220	2046
AT5G12230	1326
AT5G12235	312
AT5G12236	135
AT5G12240	794
AT5G12250	1696
AT5G12260	2121
AT5G12270	1083
AT5G12280	1632
AT5G12290	2106
AT5G12300	1483
AT5G12310	1373
AT5G12320	692
AT5G12323	111
AT5G12330	2263
AT5G12340	663
AT5G12350	3931
AT5G12360	1047
AT5G12370	2972
AT5G12380	951
AT5G12390	1098
AT5G12400	5334
AT5G12410	1328
AT5G12420	1723
AT5G12430	3994
AT5G12440	2691
AT5G12450	192
AT5G12460	1326
AT5G12470	1635
AT5G12480	2116
AT5G12840	1504
AT5G12850	2773
AT5G12860	1946
AT5G12870	1111
AT5G12880	444
AT5G12890	1651
AT5G12900	2095
AT5G12910	396
AT5G12920	2068
AT5G12930	1660
AT5G12940	1293
AT5G12950	2919
AT5G12960	2835
AT5G12970	2557
AT5G12980	1160
AT5G12990	243
AT5G13000	6173
AT5G13010	4306
AT5G13020	1850
AT5G13030	2141
AT5G13050	1271
AT5G13060	2353
AT5G13070	878
AT5G13080	757
AT5G13090	1088
AT5G13100	1512
AT5G13110	2112
AT5G13120	1065
AT5G13130	2679
AT5G13140	982
AT5G13150	2102
AT5G13160	1849
AT5G13170	1303
AT5G13180	1101
AT5G13181	138
AT5G13190	775
AT5G13200	1106
AT5G13205.1	4071
AT5G13210	2183
AT5G13220	1558
AT5G13225	83
AT5G13230	2469
AT5G13240	1058
AT5G13250	1512
AT5G13260	1955
AT5G13270	2259
AT5G13280	1970
AT5G13290	1967
AT5G13300	3102
AT5G13310	1529
AT5G13320	1976
AT5G13330	1162
AT5G13340	778
AT5G13350	1764
AT5G13360	2347
AT5G13370	2095
AT5G13380	2034
AT5G13390	3587
AT5G13400	2185
AT5G13410	970
AT5G13420	1705
AT5G13430	1222
AT5G13440	1286
AT5G13450	1068
AT5G13460	1773
AT5G13470	722
AT5G13475.1	5727
AT5G13480	2592
AT5G13485.1	1737
AT5G13490	1605
AT5G13500	1712
AT5G13510	834
AT5G13520	2120
AT5G13530	5152
AT5G13548	243
AT5G13550	2256
AT5G13560	3118
AT5G13570	1667
AT5G13580	2510
AT5G13590	5101
AT5G13600	1776
AT5G13610	1490
AT5G13620	906
AT5G13630	4528
AT5G13640	2811
AT5G13650	2434
AT5G13655.1	1188
AT5G13660	2150
AT5G13670	1318
AT5G13680	4121
AT5G13690	2687
AT5G13700	1631
AT5G13710	1538
AT5G13720	1070
AT5G13730	1375
AT5G13740	1912
AT5G13750	1924
AT5G13760	2168
AT5G13770	2054
AT5G13780	973
AT5G13790	962
AT5G13800	1853
AT5G13810	1585
AT5G13820	2548
AT5G13825	590
AT5G13830	675
AT5G13840	1927
AT5G13845	72
AT5G13850	878
AT5G13860	1314
AT5G13870	1392
AT5G13880	756
AT5G13887	195
AT5G13890	1492
AT5G13900	583
AT5G13910	636
AT5G13917	144
AT5G13920	1248
AT5G13930	1491
AT5G13940	2430
AT5G13950	3294
AT5G13960	2212
AT5G13970	1404
AT5G13980	3350
AT5G13990	2325
AT5G14000	1056
AT5G14010	787
AT5G14011	99
AT5G14020	1460
AT5G14030	1231
AT5G14035	73
AT5G14040	1649
AT5G14050	1899
AT5G14060	2235
AT5G14070	679
AT5G14080	2069
AT5G14090	1308
AT5G14100	1316
AT5G14105	576
AT5G14110	577
AT5G14120	2362
AT5G14130	1190
AT5G14140	1028
AT5G14150	1416
AT5G14160	1059
AT5G14170	1886
AT5G14180	1411
AT5G14200	1627
AT5G14210	2453
AT5G14220	1860
AT5G14230	2587
AT5G14240	1158
AT5G14250	1674
AT5G14260	2227
AT5G14270	3018
AT5G14280	1719
AT5G14290	642
AT5G14300	750
AT5G14310	1808
AT5G14320	1066
AT5G14330	537
AT5G14340	860
AT5G14345	438
AT5G14350	726
AT5G14360	634
AT5G14370	1338
AT5G14380	880
AT5G14390	1530
AT5G14400	1263
AT5G14410	564
AT5G14420	2012
AT5G14430	2191
AT5G14440	1141
AT5G14450	1358
AT5G14460	1928
AT5G14470	1327
AT5G14480	1787
AT5G14490	1053
AT5G14495	72
AT5G14500	1329
AT5G14510	1136
AT5G14520	1940
AT5G14530	1199
AT5G14540	1880
AT5G14545	116
AT5G14550	2012
AT5G14560	123
AT5G14565	1941
AT5G14570	1917
AT5G14580	3419
AT5G14590	1804
AT5G14600	1241
AT5G14602	436
AT5G14610	2673
AT5G14620	2183
AT5G14640	1719
AT5G14650	1552
AT5G14660	1288
AT5G14670	567
AT5G14680	1297
AT5G14690	786
AT5G14700	1476
AT5G14710	666
AT5G14720	2843
AT5G14730	1440
AT5G14740	1523
AT5G14750	816
AT5G14760	2389
AT5G14770	2817
AT5G14780	1559
AT5G14790	1567
AT5G14800	1286
AT5G14810.1	2151
AT5G14820	1797
AT5G14830.1	2274
AT5G14840	2410
AT5G14850	1866
AT5G14860	1479
AT5G14870	2298
AT5G14880	2346
AT5G14890	2646
AT5G14900	906
AT5G14910	815
AT5G14920	1254
AT5G14930	2034
AT5G14940	1742
AT5G14950	4004
AT5G14960	1119
AT5G14970	1265
AT5G14980	984
AT5G14990	2243
AT5G14995	306
AT5G15000	297
AT5G15008	165
AT5G15010	1789
AT5G15020	4707
AT5G15022	703
AT5G15030	1276
AT5G15040	264
AT5G15050	1630
AT5G15060	1171
AT5G15070	3576
AT5G15080	2015
AT5G15090	1592
AT5G15100	1104
AT5G15110	1635
AT5G15120	1189
AT5G15130	1941
AT5G15140	1602
AT5G15150	1480
AT5G15160	601
AT5G15170	2219
AT5G15175	74
AT5G15180	1184
AT5G15190	758
AT5G15200	1231
AT5G15210	1429
AT5G15220	810
AT5G15230	681
AT5G15240	1496
AT5G15250	2214
AT5G15254	180
AT5G15260	1384
AT5G15265	438
AT5G15270	2806
AT5G15280	3849
AT5G15290	836
AT5G15300	1872
AT5G15310	1325
AT5G15320	510
AT5G15330	1252
AT5G15340	1872
AT5G15350	829
AT5G15360	762
AT5G15380	1875
AT5G15390	1389
AT5G15400	3503
AT5G15410	2580
AT5G15420	605
AT5G15430	1862
AT5G15440	1407
AT5G15450	3186
AT5G15460	873
AT5G15470	2596
AT5G15480	1209
AT5G15490	1781
AT5G15500	1825
AT5G15510	1882
AT5G15520	689
